date,project,risk_category,risk_exposure_level,risk_heat_map,active_risks_count,severity_score,probability_score,mitigation_status,time_to_closure_days,mitigation_progress_pct,control_effectiveness_pct,residual_risk_level,incident_response_hrs,escalated_count,compliance_adherence_pct,financial_impact_estimate,kri_indicator
2025-06-12 16:08:17.716116,Cloud Migration,Compliance,0.13215895300630126,Medium,6,1,0.13215895300630126,Resolved,10,39.67509257996017,63.62665756827383,0.03964768590189038,8,2,99.39904857698326,116750,Quality Issue
2025-06-12 16:08:17.716116,Network Infrastructure,Compliance,2.289538430738365,Medium,0,7,0.32707691867690925,Open,13,7.748729013574951,80.7640814561382,0.6868615292215094,19,2,90.41864191061515,83206,Quality Issue
2025-06-12 16:08:17.716116,LMS Modernization,Compliance,3.3302123201652405,Medium,0,4,0.8325530800413101,In Progress,8,75.03889270907015,62.56112845688007,0.9990636960495721,3,2,93.976926373721,53423,Schedule Delay
2025-06-12 16:08:17.716116,Student Portal Upgrade,Operational,0.8330166698748251,Medium,6,1,0.8330166698748251,Resolved,13,50.06966277953099,94.35637294748514,0.24990500096244753,21,0,98.6760656241603,33288,Cost Overrun
2025-06-12 16:08:17.716116,Cybersecurity Enhancement,Operational,2.2168799852898076,High,0,6,0.3694799975483013,Resolved,14,57.625329508859224,93.32830498955104,0.6650639955869423,2,1,93.62455941095082,15372,Cost Overrun
2025-06-12 16:08:17.716116,Cloud Migration,Operational,0.8202185071727639,Critical,1,3,0.27340616905758797,Open,42,65.73930394946632,60.54765612797231,0.24606555215182915,3,0,92.34173798028309,18138,Schedule Delay
2025-06-12 16:08:17.716116,Network Infrastructure,Operational,5.035462014520901,Medium,0,9,0.5594957793912112,Open,46,52.397420268571395,64.72061962428167,1.5106386043562703,10,0,93.27851827742758,137533,Quality Issue
2025-06-12 16:08:17.716116,LMS Modernization,Operational,2.265813826920924,High,3,9,0.25175709188010265,Open,38,19.169927116163443,91.89444261442289,0.6797441480762771,15,0,90.76613396372777,141800,Cost Overrun
2025-06-12 16:08:17.716116,Student Portal Upgrade,Financial,1.9515930243860082,Low,5,7,0.27879900348371545,Resolved,21,82.25360189134717,74.21043876658767,0.5854779073158024,18,2,96.55734037751944,38585,Resource Gap
2025-06-12 16:08:17.716116,Cybersecurity Enhancement,Financial,1.4368587174976812,Critical,4,3,0.47895290583256045,Resolved,24,18.182699624115152,75.60130672868088,0.43105761524930436,1,1,92.91765867310475,111446,Cost Overrun
2025-06-12 16:08:17.716116,Cloud Migration,Financial,1.734980478547751,High,3,8,0.21687255981846887,Open,35,38.30628121344674,82.05918848294283,0.5204941435643252,8,0,97.00935484619222,50778,Schedule Delay
2025-06-12 16:08:17.716116,Network Infrastructure,Financial,4.1892733302721545,Critical,4,6,0.6982122217120257,Open,33,4.130814192146481,88.32333250861384,1.2567819990816462,17,1,89.75122972975318,14127,Resource Gap
2025-06-12 16:08:17.716116,LMS Modernization,Financial,1.5606272321230532,Low,7,3,0.5202090773743511,Open,9,89.50327516051695,84.47826030066274,0.46818816963691595,16,1,89.3561638321337,56119,Schedule Delay
2025-06-12 16:08:17.716116,Student Portal Upgrade,Strategic,2.0399299317009385,High,4,3,0.6799766439003128,In Progress,3,64.14471627547098,66.50832343002817,0.6119789795102816,21,2,94.04094700761402,90411,Resource Gap
2025-06-12 16:08:17.716116,Cybersecurity Enhancement,Strategic,5.103529546827037,Medium,2,6,0.8505882578045061,Open,10,6.331924697232094,94.50865895404961,1.531058864048111,2,0,94.93745309776418,55799,Quality Issue
2025-06-12 16:08:17.716116,Cloud Migration,Strategic,2.561939637549169,Critical,6,5,0.5123879275098339,Resolved,26,45.88413396027832,67.56943451606678,0.7685818912647507,13,1,85.43202055854,23637,Schedule Delay
2025-06-12 16:08:17.716116,Network Infrastructure,Strategic,0.4737393066819572,Medium,4,1,0.4737393066819572,In Progress,22,31.528051310392257,62.11932896844412,0.14212179200458716,22,2,90.24137669040682,65805,Schedule Delay
2025-06-12 16:08:17.716116,LMS Modernization,Strategic,2.3769797834821587,High,5,5,0.47539595669643175,In Progress,16,66.00026045745994,70.1135236699251,0.7130939350446476,9,2,85.14712172070965,54047,Schedule Delay
2025-06-13 16:08:17.716116,Student Portal Upgrade,Security,6.441236476954355,Medium,6,9,0.7156929418838173,Open,19,83.2385365715857,83.37281774822995,1.9323709430863065,19,0,86.60853702654285,32924,Schedule Delay
2025-06-13 16:08:17.716116,Cybersecurity Enhancement,Security,0.4669962805045897,Low,1,3,0.15566542683486323,Resolved,1,31.07035235582409,90.46418094797349,0.1400988841513769,16,0,86.89929743567535,120107,Quality Issue
2025-06-13 16:08:17.716116,Cloud Migration,Security,5.0554462237047195,Low,3,7,0.7222066033863885,In Progress,15,14.079991220969045,78.22463237138648,1.516633867111416,21,2,88.86805005322013,56715,Quality Issue
2025-06-13 16:08:17.716116,Network Infrastructure,Security,6.401198166135866,Medium,1,8,0.8001497707669832,In Progress,39,43.338084811494085,76.06207835045574,1.9203594498407597,7,0,98.01134682752092,77287,Quality Issue
2025-06-13 16:08:17.716116,LMS Modernization,Security,1.042418613867043,Medium,3,7,0.148916944838149,Resolved,35,8.971137605303403,82.56993573439942,0.3127255841601129,4,1,88.50429397717066,70836,Resource Gap
2025-06-13 16:08:17.716116,Student Portal Upgrade,Compliance,0.5585079477232564,Medium,6,1,0.5585079477232564,Resolved,26,35.53361493551519,68.98006290965164,0.16755238431697692,14,2,98.89011126404876,15040,Schedule Delay
2025-06-13 16:08:17.716116,Cybersecurity Enhancement,Compliance,6.059895495839138,Critical,5,7,0.8656993565484482,Open,44,89.43780987619989,78.35712156570332,1.8179686487517412,6,1,93.47718955835415,138523,Cost Overrun
2025-06-13 16:08:17.716116,Cloud Migration,Compliance,5.289586563621015,Critical,2,8,0.6611983204526268,Open,35,64.51032051579332,90.60354630559833,1.5868759690863043,19,2,95.34681987115458,73008,Schedule Delay
2025-06-13 16:08:17.716116,Network Infrastructure,Compliance,2.1408645308574417,Low,0,6,0.35681075514290694,Resolved,27,31.507162671323197,72.24483286962823,0.6422593592572324,9,2,93.74085760925874,53167,Schedule Delay
2025-06-13 16:08:17.716116,LMS Modernization,Compliance,5.2147740689656255,High,3,7,0.7449677241379465,In Progress,9,75.8673884686781,63.41527093516943,1.5644322206896877,13,2,87.63082877829916,129809,Cost Overrun
2025-06-13 16:08:17.716116,Student Portal Upgrade,Operational,2.3535064356845607,Low,4,3,0.784502145228187,Resolved,47,91.59920013620774,70.4247503950136,0.7060519307053682,10,1,97.47798805109808,71968,Quality Issue
2025-06-13 16:08:17.716116,Cybersecurity Enhancement,Operational,6.101266999307793,High,1,8,0.7626583749134741,Open,48,22.528889186254432,65.8196028933738,1.8303800997923378,7,2,90.37935110534873,71704,Resource Gap
2025-06-13 16:08:17.716116,Cloud Migration,Operational,3.678341286189359,Low,4,9,0.4087045873543732,Resolved,1,19.293443629279526,67.13602664111833,1.1035023858568076,15,2,96.96897051266973,6320,Cost Overrun
2025-06-13 16:08:17.716116,Network Infrastructure,Operational,3.439759436524975,High,0,4,0.8599398591312437,Open,45,57.0332426201248,85.82421935444219,1.0319278309574924,15,0,99.66964179029452,138054,Quality Issue
2025-06-13 16:08:17.716116,LMS Modernization,Operational,0.7707985678401037,High,6,7,0.1101140811200148,In Progress,1,78.02269166178947,86.45559529124355,0.2312395703520311,10,0,85.06722539988293,56632,Schedule Delay
2025-06-13 16:08:17.716116,Student Portal Upgrade,Financial,1.1216045149560618,Medium,0,5,0.22432090299121238,In Progress,18,18.132585610431317,76.65288852481103,0.33648135448681854,13,2,87.77834996246406,139646,Cost Overrun
2025-06-13 16:08:17.716116,Cybersecurity Enhancement,Financial,3.7450735811829845,Critical,1,9,0.4161192867981094,In Progress,32,77.59739087498882,85.17439770820152,1.1235220743548953,20,2,85.73262434981116,56033,Schedule Delay
2025-06-13 16:08:17.716116,Cloud Migration,Financial,3.218468100945433,Critical,5,8,0.4023085126181791,Open,34,37.016335563637725,89.44179195569178,0.9655404302836299,17,0,90.57378761368803,14182,Schedule Delay
2025-06-13 16:08:17.716116,Network Infrastructure,Financial,0.4116539328153687,High,6,2,0.20582696640768436,Open,1,30.666863031311642,93.65526398636206,0.12349617984461062,23,1,99.81393661769921,135661,Resource Gap
2025-06-13 16:08:17.716116,LMS Modernization,Financial,3.544295910433881,High,2,4,0.8860739776084703,Open,36,4.490949650873155,65.26210561561183,1.0632887731301643,2,2,97.67932162030195,35030,Schedule Delay
2025-06-13 16:08:17.716116,Student Portal Upgrade,Strategic,5.137929564129486,Critical,2,7,0.7339899377327836,Resolved,40,80.09858684847359,69.07844073633862,1.5413788692388457,18,0,85.33058805501452,142662,Cost Overrun
2025-06-13 16:08:17.716116,Cybersecurity Enhancement,Strategic,0.627677461647052,Critical,1,1,0.627677461647052,In Progress,47,46.28306571988078,94.62396835152705,0.1883032384941156,3,2,99.43113067055835,143742,Resource Gap
2025-06-13 16:08:17.716116,Cloud Migration,Strategic,3.3261185292127635,Critical,4,5,0.6652237058425527,Resolved,38,92.4237700814133,88.87636187181766,0.997835558763829,2,2,95.09513651444578,67355,Cost Overrun
2025-06-13 16:08:17.716116,Network Infrastructure,Strategic,2.241859599476433,High,6,9,0.24909551105293704,Resolved,5,14.91351078475378,89.03331079252641,0.6725578798429299,9,2,97.21761952195797,14136,Schedule Delay
2025-06-13 16:08:17.716116,LMS Modernization,Strategic,6.196471039871171,Critical,2,9,0.6884967822079079,Resolved,7,76.16762854462486,63.73091074402725,1.8589413119613512,12,0,99.75280781537953,33491,Cost Overrun
2025-06-14 16:08:17.716116,Student Portal Upgrade,Security,0.8189808908884237,Medium,5,1,0.8189808908884237,In Progress,11,2.9038782659774443,61.417524026867184,0.2456942672665271,7,1,91.5669929691216,70471,Quality Issue
2025-06-14 16:08:17.716116,Cybersecurity Enhancement,Security,5.295644453101098,High,4,9,0.5884049392334554,Open,48,73.41069808811267,81.73059656448804,1.5886933359303295,22,2,87.95932463075603,45429,Quality Issue
2025-06-14 16:08:17.716116,Cloud Migration,Security,1.2329228749686223,Critical,3,5,0.24658457499372446,Open,38,54.65942634972446,63.08973675389433,0.36987686249058666,16,1,98.45944882799942,106067,Quality Issue
2025-06-14 16:08:17.716116,Network Infrastructure,Security,1.8083228394883202,Low,1,3,0.6027742798294401,Resolved,48,43.27508691109996,72.47038504431498,0.542496851846496,11,0,97.0564104232072,54635,Quality Issue
2025-06-14 16:08:17.716116,LMS Modernization,Security,2.520717858748057,Critical,1,6,0.4201196431246762,Resolved,19,95.64981247770984,91.03542341007463,0.756215357624417,21,0,92.09822544877157,82614,Quality Issue
2025-06-14 16:08:17.716116,Student Portal Upgrade,Compliance,2.1437673328825904,Low,0,5,0.428753466576518,In Progress,18,77.00304687015165,93.915453722605,0.643130199864777,2,0,88.65028741050398,75780,Schedule Delay
2025-06-14 16:08:17.716116,Cybersecurity Enhancement,Compliance,3.9075299594393833,Low,6,5,0.7815059918878766,Open,43,3.573855172746754,86.83533520339704,1.172258987831815,19,2,85.74377455786004,126403,Schedule Delay
2025-06-14 16:08:17.716116,Cloud Migration,Compliance,1.5577738716160905,Medium,1,3,0.5192579572053635,Resolved,37,26.216391040879937,67.44977698359698,0.46733216148482715,17,1,90.69386370632101,147003,Quality Issue
2025-06-14 16:08:17.716116,Network Infrastructure,Compliance,2.6677122367362816,Low,4,3,0.8892374122454272,Open,33,10.529285825594503,68.3804032690138,0.8003136710208845,21,1,90.33192460383468,5018,Quality Issue
2025-06-14 16:08:17.716116,LMS Modernization,Compliance,3.194659122921961,Low,1,9,0.3549621247691068,Resolved,30,63.8477916613239,86.30798370236299,0.9583977368765884,7,1,98.5333042981056,106150,Cost Overrun
2025-06-14 16:08:17.716116,Student Portal Upgrade,Operational,0.9769446021229403,Low,7,3,0.3256482007076468,Open,7,36.159026642030966,92.63576473782251,0.2930833806368821,11,2,99.01233015689509,114578,Schedule Delay
2025-06-14 16:08:17.716116,Cybersecurity Enhancement,Operational,1.3528674547693862,Critical,1,9,0.15031860608548736,In Progress,28,49.49116047766605,76.49788544955217,0.40586023643081587,5,0,96.78440206431996,73772,Resource Gap
2025-06-14 16:08:17.716116,Cloud Migration,Operational,2.851694279767152,Low,5,6,0.47528237996119194,Open,3,36.080682624575125,88.92257235612514,0.8555082839301456,11,0,92.85541498367033,114446,Cost Overrun
2025-06-14 16:08:17.716116,Network Infrastructure,Operational,0.6104876169631598,Low,1,1,0.6104876169631598,Open,13,64.51370408192582,71.71996751016742,0.18314628508894792,13,0,94.80580139139971,134677,Schedule Delay
2025-06-14 16:08:17.716116,LMS Modernization,Operational,2.210226965676708,High,4,6,0.368371160946118,In Progress,6,17.389217506474488,79.78033066370512,0.6630680897030123,1,1,96.41211312146615,53702,Resource Gap
2025-06-14 16:08:17.716116,Student Portal Upgrade,Financial,0.9081680476494933,Medium,7,2,0.45408402382474666,Resolved,6,40.17159196853878,76.0441768560685,0.272450414294848,10,2,92.02432851509302,103231,Schedule Delay
2025-06-14 16:08:17.716116,Cybersecurity Enhancement,Financial,1.7760541520095356,High,0,2,0.8880270760047678,Open,6,38.6770234881682,86.7956522326871,0.5328162456028607,16,0,97.78533190581227,50311,Schedule Delay
2025-06-14 16:08:17.716116,Cloud Migration,Financial,1.875823665706303,Low,4,8,0.23447795821328787,Resolved,18,17.958122850913018,67.09408709024251,0.5627470997118909,14,2,94.60391082826341,101784,Quality Issue
2025-06-14 16:08:17.716116,Network Infrastructure,Financial,5.155104131770572,Medium,0,9,0.572789347974508,Resolved,45,93.12985525961118,90.66136899925488,1.5465312395311714,11,2,94.86733989809044,131419,Schedule Delay
2025-06-14 16:08:17.716116,LMS Modernization,Financial,2.1615737198751934,Critical,5,5,0.43231474397503866,Resolved,33,25.35497759319092,63.11556436568637,0.648472115962558,17,2,91.36078277821738,50823,Resource Gap
2025-06-14 16:08:17.716116,Student Portal Upgrade,Strategic,4.2339683577391,High,6,7,0.6048526225341571,In Progress,46,48.57153793960071,89.31847203093145,1.27019050732173,20,0,85.30857197031543,11028,Resource Gap
2025-06-14 16:08:17.716116,Cybersecurity Enhancement,Strategic,1.1313583674308454,High,4,3,0.37711945581028183,Resolved,2,51.61245842024867,71.64673003674878,0.3394075102292536,8,0,86.79760992311806,5799,Schedule Delay
2025-06-14 16:08:17.716116,Cloud Migration,Strategic,3.917411201346753,Low,5,7,0.5596301716209647,Open,39,86.36964590026922,70.98365731145066,1.1752233604040259,14,0,92.98352271515047,32326,Schedule Delay
2025-06-14 16:08:17.716116,Network Infrastructure,Strategic,1.7828619697494141,Medium,5,3,0.5942873232498047,Open,37,49.253178100965975,82.4217542170191,0.5348585909248242,5,2,86.73085343514886,86855,Quality Issue
2025-06-14 16:08:17.716116,LMS Modernization,Strategic,5.428105155759468,Medium,7,8,0.6785131444699335,Resolved,20,51.65124626245746,76.94885696805076,1.6284315467278403,12,1,89.53515642758514,28266,Resource Gap
2025-06-15 16:08:17.716116,Student Portal Upgrade,Security,2.1140212891111423,Medium,1,4,0.5285053222777856,In Progress,48,14.588924648328728,79.35632453963603,0.6342063867333426,6,2,90.85293950874853,46745,Schedule Delay
2025-06-15 16:08:17.716116,Cybersecurity Enhancement,Security,2.4049482295926308,High,1,4,0.6012370573981577,In Progress,16,5.150029946546697,79.42300112378979,0.7214844688777892,20,0,98.08780775269273,86610,Schedule Delay
2025-06-15 16:08:17.716116,Cloud Migration,Security,0.34595967596908156,Medium,5,1,0.34595967596908156,In Progress,7,30.585810799484236,61.70196150723472,0.10378790279072446,4,2,96.8026170177125,112373,Quality Issue
2025-06-15 16:08:17.716116,Network Infrastructure,Security,5.427186576142659,High,6,7,0.7753123680203798,Open,8,26.936854520269392,69.94123517277721,1.6281559728427977,7,1,98.82780510678865,86223,Schedule Delay
2025-06-15 16:08:17.716116,LMS Modernization,Security,5.03039950235287,Low,0,9,0.5589332780392078,Open,20,47.16528013283886,69.41165065965185,1.5091198507058607,3,1,91.12986523314754,75410,Resource Gap
2025-06-15 16:08:17.716116,Student Portal Upgrade,Compliance,1.7809386507784957,Low,7,2,0.8904693253892478,Open,32,95.70069178193546,87.75716023162417,0.5342815952335487,5,2,99.73592580434153,72567,Schedule Delay
2025-06-15 16:08:17.716116,Cybersecurity Enhancement,Compliance,0.6017796589104099,Low,7,2,0.3008898294552049,Open,46,15.285030395050592,63.78088617753537,0.18053389767312295,3,1,93.33240523591601,119465,Resource Gap
2025-06-15 16:08:17.716116,Cloud Migration,Compliance,1.1422312430526809,Medium,0,5,0.2284462486105362,Resolved,7,1.8465904893235963,62.16912625963318,0.34266937291580424,23,1,98.03306193309079,143093,Schedule Delay
2025-06-15 16:08:17.716116,Network Infrastructure,Compliance,0.3699317669491474,Critical,4,1,0.3699317669491474,In Progress,42,24.77302857741588,89.93318766489958,0.11097953008474422,15,0,98.53003899204852,33223,Resource Gap
2025-06-15 16:08:17.716116,LMS Modernization,Compliance,2.362475653164201,Medium,7,8,0.2953094566455251,Open,40,53.72081793948886,75.39372582416355,0.7087426959492602,6,1,97.404919148575,52577,Cost Overrun
2025-06-15 16:08:17.716116,Student Portal Upgrade,Operational,0.6001004062554665,High,0,5,0.1200200812510933,Open,27,40.51821038009611,92.41796075720404,0.18003012187663994,7,2,91.88093236300361,96742,Cost Overrun
2025-06-15 16:08:17.716116,Cybersecurity Enhancement,Operational,0.3044083026000095,High,4,2,0.15220415130000475,In Progress,9,47.20778346800132,77.99725110670502,0.09132249078000285,14,0,96.07839247173693,57763,Schedule Delay
2025-06-15 16:08:17.716116,Cloud Migration,Operational,0.4837601300268366,Critical,4,1,0.4837601300268366,In Progress,3,95.62261970761539,90.78471331644734,0.14512803900805096,8,2,90.78322002010604,105171,Schedule Delay
2025-06-15 16:08:17.716116,Network Infrastructure,Operational,0.16986189804677532,Low,0,1,0.16986189804677532,Resolved,9,36.33337819162643,82.03485883090701,0.050958569414032595,23,1,88.16031875545453,111435,Cost Overrun
2025-06-15 16:08:17.716116,LMS Modernization,Operational,2.2441242665830803,High,1,9,0.24934714073145336,Resolved,31,96.54581784398034,88.32484425300017,0.6732372799749241,1,2,87.1090870611479,47129,Resource Gap
2025-06-15 16:08:17.716116,Student Portal Upgrade,Financial,0.3322379864352275,Low,7,1,0.3322379864352275,Open,22,97.07281639857945,68.91773245059565,0.09967139593056824,14,2,92.5186071613803,28655,Cost Overrun
2025-06-15 16:08:17.716116,Cybersecurity Enhancement,Financial,5.772452939313953,Critical,7,7,0.8246361341877076,In Progress,28,49.83247096482503,88.8615508753523,1.731735881794186,12,0,89.17942499634636,71723,Schedule Delay
2025-06-15 16:08:17.716116,Cloud Migration,Financial,1.9430920721932368,Critical,1,4,0.4857730180483092,In Progress,9,80.37549475691907,75.82029007954785,0.582927621657971,2,0,97.15602911288475,124550,Resource Gap
2025-06-15 16:08:17.716116,Network Infrastructure,Financial,1.790727579897574,High,6,4,0.4476818949743935,In Progress,3,17.483691546621117,71.85050901795508,0.5372182739692721,15,0,94.70980710130648,148622,Resource Gap
2025-06-15 16:08:17.716116,LMS Modernization,Financial,3.692683210471381,Medium,4,5,0.7385366420942762,Open,16,98.87604058942617,80.78490276470302,1.1078049631414142,15,2,95.71812552175008,63175,Schedule Delay
2025-06-15 16:08:17.716116,Student Portal Upgrade,Strategic,1.2845573989354864,Medium,2,5,0.2569114797870973,In Progress,5,50.403800762875726,83.92084601973676,0.3853672196806459,9,2,88.19409321448514,49711,Schedule Delay
2025-06-15 16:08:17.716116,Cybersecurity Enhancement,Strategic,3.2608431067978714,Medium,2,5,0.6521686213595743,In Progress,49,41.469015416578635,64.34339066383887,0.9782529320393614,23,0,91.23339298184975,7808,Resource Gap
2025-06-15 16:08:17.716116,Cloud Migration,Strategic,5.03560712573161,High,4,7,0.7193724465330871,Resolved,10,68.62332800964477,61.19684074724161,1.5106821377194828,21,0,99.12138392252908,122529,Quality Issue
2025-06-15 16:08:17.716116,Network Infrastructure,Strategic,1.1219270584096441,High,3,7,0.1602752940585206,Resolved,32,68.44326895815988,76.37623848462087,0.33657811752289324,12,0,98.43615167686468,5925,Resource Gap
2025-06-15 16:08:17.716116,LMS Modernization,Strategic,0.4562051842954244,Low,7,2,0.2281025921477122,In Progress,12,13.721723161006594,65.61803953482419,0.1368615552886273,4,0,88.07640630585415,134191,Resource Gap
2025-06-16 16:08:17.716116,Student Portal Upgrade,Security,0.6670879537169174,Low,3,2,0.3335439768584587,In Progress,30,55.09952833452542,64.01493127655141,0.20012638611507522,15,2,96.0932672310249,102052,Quality Issue
2025-06-16 16:08:17.716116,Cybersecurity Enhancement,Security,1.4509443058767804,Low,4,2,0.7254721529383902,Open,20,73.60540144827897,77.95425946700196,0.4352832917630341,22,2,93.64420889925542,35086,Resource Gap
2025-06-16 16:08:17.716116,Cloud Migration,Security,3.564446842687577,Low,4,7,0.509206691812511,In Progress,10,45.79191671996209,64.4656933750582,1.069334052806273,16,2,86.90579875357005,130592,Schedule Delay
2025-06-16 16:08:17.716116,Network Infrastructure,Security,1.6825262674290016,High,5,2,0.8412631337145008,In Progress,36,83.8881080505121,72.84039380001803,0.5047578802287005,4,2,88.33587153268049,114119,Cost Overrun
2025-06-16 16:08:17.716116,LMS Modernization,Security,4.842220723567092,Low,0,6,0.8070367872611819,Open,5,45.20935223903842,70.52211750035865,1.4526662170701274,4,1,87.24965536227317,124828,Quality Issue
2025-06-16 16:08:17.716116,Student Portal Upgrade,Compliance,3.989638707507826,High,4,5,0.7979277415015652,Resolved,19,81.15586907290594,83.58817714150072,1.1968916122523476,18,2,99.08289664653486,143663,Cost Overrun
2025-06-16 16:08:17.716116,Cybersecurity Enhancement,Compliance,3.6044663936540022,High,2,5,0.7208932787308004,Open,33,41.132269682326964,81.09956613752227,1.0813399180962007,1,2,92.39488643656797,142095,Resource Gap
2025-06-16 16:08:17.716116,Cloud Migration,Compliance,1.2207670038291465,Critical,4,2,0.6103835019145732,Open,38,14.56520910643565,71.63180130771129,0.36623010114874394,22,0,93.00111062718238,30757,Quality Issue
2025-06-16 16:08:17.716116,Network Infrastructure,Compliance,2.8345653496195258,Critical,0,4,0.7086413374048814,Resolved,37,88.86084904354514,79.61603715954156,0.8503696048858577,1,2,93.69974980678126,93672,Schedule Delay
2025-06-16 16:08:17.716116,LMS Modernization,Compliance,0.7066445708106346,High,5,1,0.7066445708106346,Resolved,10,5.123954114642471,83.90365577397228,0.21199337124319037,22,0,87.96959883302452,108229,Quality Issue
2025-06-16 16:08:17.716116,Student Portal Upgrade,Operational,1.928237830573147,High,2,7,0.2754625472247353,Resolved,22,50.39657798253935,67.11060134274732,0.5784713491719441,1,2,87.57148306712077,32122,Schedule Delay
2025-06-16 16:08:17.716116,Cybersecurity Enhancement,Operational,0.5028187715709795,Critical,2,4,0.12570469289274488,Open,11,63.51005374845266,91.67593091051194,0.15084563147129385,14,2,90.56431969613531,116201,Schedule Delay
2025-06-16 16:08:17.716116,Cloud Migration,Operational,0.35989905050979126,Critical,0,2,0.17994952525489563,Resolved,42,65.43933648305747,77.06257975170979,0.10796971515293738,11,0,94.68162749775244,61764,Quality Issue
2025-06-16 16:08:17.716116,Network Infrastructure,Operational,2.046613721588603,Medium,6,3,0.6822045738628677,Open,38,38.38749534342776,76.51450411931648,0.6139841164765808,1,0,91.22271954714735,144490,Cost Overrun
2025-06-16 16:08:17.716116,LMS Modernization,Operational,2.020744562553305,Low,0,3,0.6735815208511017,Resolved,2,44.540542857783485,72.42831682271165,0.6062233687659915,23,1,98.05493551831141,111747,Cost Overrun
2025-06-16 16:08:17.716116,Student Portal Upgrade,Financial,2.4367420746589543,Critical,7,3,0.8122473582196514,In Progress,4,14.003923126435215,83.47518339974668,0.7310226223976862,2,0,85.19286301175462,55054,Resource Gap
2025-06-16 16:08:17.716116,Cybersecurity Enhancement,Financial,1.4589766917530338,Medium,7,5,0.2917953383506068,In Progress,32,2.903990220921937,81.62091752187493,0.4376930075259101,17,0,99.17742185766845,85667,Quality Issue
2025-06-16 16:08:17.716116,Cloud Migration,Financial,2.9576851928921184,Critical,5,5,0.5915370385784237,Resolved,10,52.29873081917097,61.51281029962227,0.8873055578676355,18,0,90.89416659060039,24198,Cost Overrun
2025-06-16 16:08:17.716116,Network Infrastructure,Financial,3.255821918204509,Critical,5,8,0.4069777397755636,In Progress,18,55.469175284727456,64.40435416797843,0.9767465754613527,3,1,93.54855544970263,105369,Resource Gap
2025-06-16 16:08:17.716116,LMS Modernization,Financial,4.281023261155781,Medium,1,7,0.611574751593683,In Progress,21,59.285200489222156,77.19436699715003,1.2843069783467342,12,0,95.04247864826041,94343,Schedule Delay
2025-06-16 16:08:17.716116,Student Portal Upgrade,Strategic,2.9421318072368967,High,1,7,0.42030454389098526,Resolved,13,22.573076846305785,78.4161362234357,0.882639542171069,23,0,87.20604856825516,128765,Schedule Delay
2025-06-16 16:08:17.716116,Cybersecurity Enhancement,Strategic,0.8226728109654358,Medium,1,1,0.8226728109654358,In Progress,29,82.71867142453218,83.47030177894274,0.24680184328963073,10,1,85.857694817954,6236,Cost Overrun
2025-06-16 16:08:17.716116,Cloud Migration,Strategic,1.1358560984202173,Medium,5,6,0.18930934973670288,In Progress,31,27.332958312466292,82.4121571204208,0.3407568295260652,3,2,97.8702048635249,49191,Quality Issue
2025-06-16 16:08:17.716116,Network Infrastructure,Strategic,0.8878927522758743,Medium,1,1,0.8878927522758743,Resolved,42,65.10332980031876,83.17744162650393,0.2663678256827623,15,2,89.04018818591656,20105,Schedule Delay
2025-06-16 16:08:17.716116,LMS Modernization,Strategic,0.8380342150822613,Critical,2,1,0.8380342150822613,Open,5,3.5185342741618664,62.087314112803156,0.25141026452467835,5,1,93.9495879990018,146296,Cost Overrun
2025-06-17 16:08:17.716116,Student Portal Upgrade,Security,1.509429618538186,High,5,3,0.5031432061793953,Open,17,60.04728632502741,69.01525738742998,0.45282888556145573,22,0,91.62278044766298,70671,Schedule Delay
2025-06-17 16:08:17.716116,Cybersecurity Enhancement,Security,0.40114385245548195,High,4,2,0.20057192622774098,Resolved,13,37.76599108873212,90.421094971657,0.12034315573664459,6,2,87.53871396164342,102847,Quality Issue
2025-06-17 16:08:17.716116,Cloud Migration,Security,5.887668287755404,Medium,7,7,0.8410954696793435,Resolved,48,76.77480915464339,79.69105223394978,1.7663004863266212,13,2,92.82001128575102,94017,Cost Overrun
2025-06-17 16:08:17.716116,Network Infrastructure,Security,0.6388132219776872,High,6,1,0.6388132219776872,Open,18,21.411624341293557,79.31237799379363,0.19164396659330615,21,1,93.40683020099074,76445,Quality Issue
2025-06-17 16:08:17.716116,LMS Modernization,Security,3.6266857744707166,Medium,7,9,0.40296508605230186,Open,36,60.60646961849178,63.119783791091024,1.088005732341215,22,1,91.5111459129538,90662,Cost Overrun
2025-06-17 16:08:17.716116,Student Portal Upgrade,Compliance,1.6838874486762525,Low,6,4,0.4209718621690631,Open,3,54.64214242139388,64.19046298999628,0.5051662346028757,11,2,98.17509730065068,118204,Schedule Delay
2025-06-17 16:08:17.716116,Cybersecurity Enhancement,Compliance,2.673852352982044,High,3,8,0.3342315441227555,In Progress,26,83.48657553333153,82.36613741413441,0.8021557058946133,9,2,99.57281540623234,81377,Resource Gap
2025-06-17 16:08:17.716116,Cloud Migration,Compliance,0.8723418213042837,Medium,7,4,0.21808545532607093,Open,32,89.26561953354805,66.53920422031041,0.2617025463912851,23,0,90.83547031101567,129135,Resource Gap
2025-06-17 16:08:17.716116,Network Infrastructure,Compliance,3.7300073605415998,Medium,4,8,0.46625092006769997,Open,6,43.865868440710365,60.607107439880124,1.11900220816248,13,2,93.15310356595856,88744,Quality Issue
